name,website,description,phone,address,average rating,store shopping,in store pickup,delivery,type,opens at,reviews,category,latitude,longitude
Dra. Ana María Franco | Medicina Integrativa | Terapias Alternativas,draanamariafranco.com,,+57 310 3307056,"Cl. 19a #44 - 25 Consultorio 1809, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Alternative medicine practitioner,,No reviews available,wellness_centers,,
Medicina Biológica Terapias Integrativas,mbterapias.com,,+57 319 7045844,"Calle 54 # 46 - 27, Consul. 1406, Medellín, Antioquia, Colombia",5.0,No,No,No,Alternative medicine practitioner,,No reviews available,wellness_centers,,
Acupuntura Medellín,acupunturamedellin.com.co,,+57 301 5267431,"Cl. 32F #76 - 56, Laureles - Estadio, Medellín, Belén, Medellín, Antioquia, Colombia",4.9,No,No,No,Holistic medicine practitioner,,No reviews available,wellness_centers,,
Acupunctura & Craniosacral Therapy Medellín,facebook.com,,+57 305 3254663,"Cra. 43B #1451, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Wellness center,,No reviews available,wellness_centers,,
Aportar Vida - Medellín,,,+57 4604 6717,"Cl. 47 #79-48, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.1,No,No,No,Holistic medicine practitioner,,No reviews available,wellness_centers,6.2525937,-75.5895909
Blue Phoenix,bluephoenix.health,,+57 318 4019090,"Torre Medica, Cra. 25a #1a Sur - 45, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Holistic medicine practitioner,,No reviews available,wellness_centers,,
Dr Hernán Darío Carvajal l Medicina Integrativa,bit.ly,,+57 312 6681459,"Cl. 7 Sur #42 - 70 Consultorio 1013, Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Holistic medicine practitioner,,No reviews available,wellness_centers,,
AlterNativ Health & Wellness,instagram.com,In-store pickup   Delivery,+57 315 7007480,"Cl. 32EE #75C-79, Medellín, Belén, Medellín, Antioquia, Colombia",4.9,No,Yes,Yes,Homeopathic pharmacy,,No reviews available,wellness_centers,,
GANGES - YOGA ESTUDIO - MEDELLIN,gangesyogaestudio.com,,+57 300 8958970,"Cl. 49B #74-22, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.7,No,No,No,Yoga studio,,No reviews available,yoga_studios,6.2576039,-75.5854958
YOGALAB Medellin,yogalab.com.co,,+57 300 7060626,"Edificio Meridian, Cl. 5A #43B 25 Oficina 601, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,yoga_studios,,
Smash Hot Yoga and Spa,smash-hotyoga.com,,+57 300 6433593,"Cl. 14 #43D 85, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.6,No,No,No,Wellness center,,No reviews available,yoga_studios,,
Sarasvati Escuela de Yoga,sarasvatiyoga.com.co,,+57 311 7671964,"Cl. 14 #30 - 153, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,yoga_studios,,
Flying Tree Yoga,flyingtreeyoga.com,,+57 314 7396451,"Tv. 39A #7185, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,No,No,No,Yoga studio,,No reviews available,yoga_studios,,
Asociación Centro De Raja Yoga Brahma Kumaris,brahmakumaris.org,,+57 44216214,"Cra. 69 #48d-20, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.5,No,No,No,Yoga studio,,No reviews available,yoga_studios,,
108 Yoga,108yogacolombia.com,,+57 604 2080403,"Cl. 5 Sur #3072, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.9,No,No,No,Yoga studio,,No reviews available,yoga_studios,,
Unity Yoga,unityoga.co,,+57 313 6997729,"Mall La Frontera #local 201, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,yoga_studios,,
Orchid Yoga,orchidyogastudio.com,,+57 323 5204193,"Cq. 2 #72-30, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,yoga_studios,,
Escuela Yeymi Yoga,escuelayeymiyoga.com,,+57 316 5614150,"Cq. 3 #70-43, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.9,No,No,No,Yoga studio,,No reviews available,yoga_studios,,
TereYoga=corazon+energía,,,+57 301 6906262,"Dentro del Centro Cultural Palermo, Cl. 9 #42 - 37 Edificio 4 piso, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Yoga studio,,No reviews available,yoga_studios,,
Govindas Escuela de Yoga - Medellín,govindasyogainbound.com,,+57 321 5804676,"La Candelaria, Medellin, Medellín, La Candelaria, Medellin, Antioquia, Colombia",4.9,No,No,No,School,,No reviews available,yoga_studios,6.2505337,-75.5667115
Happy Yoga Medellin,happyyogamedellin.com,,+57 318 8430182,"Cl 37BSur #28 C - 01, La Sebastiana, Envigado, Antioquia, Colombia",4.6,No,No,No,School,,No reviews available,yoga_studios,,
AYA Retreat formerly Guacamayo,ayahuasca-retreat.com,,+57 305 3164723,"Cl 36 #64a-78, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Retreat center,,No reviews available,meditation_centers,6.2438916,-75.6001294
Ciencia de la Espiritualidad Kirpal Ashram,sos.org,,+57 318 3733310,"Cra 81B #4975, Calasanz, Medellín, La América, Medellín, Antioquia, Colombia",4.7,No,No,No,Meditation center,,No reviews available,meditation_centers,6.2650557,-75.5986098
Meditacion Colombia Sede Medellin,meditacioncolombia.org,,+57 314 5539809,"Cl. 23 Sur #43a, Zona 2, Envigado, Antioquia, Colombia",4.5,No,No,No,Meditation center,,No reviews available,meditation_centers,,
Eco Hostel Medellin,ecohostelmedellin.com,,+57 311 6467039,"Finca vegana vereda el roble vereda el roble sector el cristalino, Guatape, Guatapé, Antioquia, Colombia",4.9,No,No,No,,,No reviews available,meditation_centers,,
La Casa de Loto,lacasadeloto.com,,+57 321 6865992,"Vereda El Roble Parte Alta Finca 25, Guatape, Guatapé, Antioquia, Colombia",4.8,No,No,No,Retreat center,Open ⋅ Closes 9 PM,No reviews available,meditation_centers,,
Taichi en el Jardín,instagram.com,,+57 300 6205159,"Jardines del Ed Sura central, Cra. 64B #49 A 30, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Meditation center,,No reviews available,meditation_centers,,
"Centro de estudio de la ciencia del alma, Estadio, Medellin, Antioquia, Colombia",,,+57 42341123,"Cl. 48 #78 A 30, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Meditation center,,No reviews available,meditation_centers,,
Senda Verde Centro de Vida,sendaverde.com.co,,+57 312 6200326,"El Castillo, Vereda La Mosquita, Guarne, Antioquia, Colombia",5.0,No,No,No,Meditation center,,No reviews available,meditation_centers,,
Finca Bienestar Hotel | The Medellin Retreat,medellinretreat.com,,+57 310 5417999,"Finca Bienestar Vereda El Cano, Girardota, Antioquia, Colombia",4.9,No,No,No,,,No reviews available,meditation_centers,,
Ayahuasca House,ayahuasca-house.com,,+57 316 7550952,"Guarne, Antioquia, Colombia",4.9,No,No,No,Retreat center,,No reviews available,meditation_centers,6.2800171,-75.4426875
Sandra Giraldo Mindful Coach,sandragiraldo.com.co,,+57 300 7096499,"Consultorio 1717, Calle 7 39-197 Torre Intermédica Piso 17, Cl. 7 #39-197 Piso 17 Consultorio 1717, Medellín, Antioquia, Colombia",5.0,No,No,No,Wellness center,,No reviews available,meditation_centers,,
Zensei Master,zenseimaster.com,,+57 313 7584075,"Tv 39 #N° 74 B 10, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",,No,No,No,Mediation service,,No reviews available,meditation_centers,6.24389,-75.5943766
Jennifer Madrigal Mindfulness Coach,jennifer-madrigal.com,,+57 300 7072128,,5.0,No,No,No,Meditation instructor,,No reviews available,meditation_centers,,
Conocimiento de sí mismo,conocimientodesimismo.com.co,,+57 321 6435154,"Av. Carabobo #51-52 Oficina 403, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",5.0,No,No,No,Education center,,No reviews available,meditation_centers,,
Be Mindfulness,bemindfulness.co,,+57 314 6817930,"Cra. 25b #16aa Sur-66 a, Cl. 16aa Sur #28, Medellín, Antioquia, Colombia",4.8,No,No,No,Doctor,,No reviews available,meditation_centers,,
Bike House,bikehouse.co,In-store shopping   In-store pickup   Delivery,+57 320 7085114,"Cra. 43A #31 193, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.7,Yes,Yes,Yes,Bicycle Shop,,No reviews available,bike_shops,6.2353257,-75.5701446
Bike Factory Medellin - Tienda de Bicicletas,,In-store shopping   In-store pickup   Delivery,+57 300 8832774,"Cra. 52 # 54-44, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.8,Yes,Yes,Yes,Bicycle Shop,,No reviews available,bike_shops,6.2475635,-75.5705812
Bicicletas Medellín,bicicletasmedellin.com.co,In-store shopping   In-store pickup   Delivery,+57 300 3361421,"Cl. 21 Sur #Carrera 43a #06, Los Cristales, Medellín, Envigado, Antioquia, Colombia",4.8,Yes,Yes,Yes,Bicycle Shop,,No reviews available,bike_shops,,
Sabotage Bike Shop,sabotageshop.com,In-store shopping   Curbside pickup   Delivery,+57 317 8323453,"Cl. 3 Sur #50D-29, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",4.8,Yes,No,Yes,Bicycle Shop,,No reviews available,bike_shops,6.2049335,-75.5837243
Zona GW,zonagw.com,In-store pickup   Delivery,+57 301 6949155,"Cra. 43 #30c 28, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.3,No,Yes,Yes,Bicycle Shop,,No reviews available,bike_shops,6.25354,-75.5592343
BIKING STORE,,,+57 301 6422292,"Tv. 41 #77-37, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,No,No,No,Bicycle repair shop,,No reviews available,bike_shops,,
Cycling Life,instagram.com,In-store shopping   In-store pickup   Delivery,+57 323 2903511,"Av. 80 #53-42, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.7,Yes,Yes,Yes,Bicycle Shop,,No reviews available,bike_shops,,
Villalbike Bicicletas,villalbike.com,In-store pickup   Delivery,+57 604 2565000,"Cra. 70 #25-93, Medellín, Belén, Medellín, Antioquia, Colombia",4.6,No,Yes,Yes,Bicycle Shop,,No reviews available,bike_shops,6.2359434,-75.5915853
Specialized Flagship Medellin,specialized.com,In-store shopping   In-store pickup   Delivery,+57 314 6314439,"Cra. 20 #2 Sur - 62, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.2,Yes,Yes,Yes,Bicycle Shop,,No reviews available,bike_shops,,
Medellin In Bike,,In-store shopping   Curbside pickup   Delivery,+57 350 7597449,"Cra. 70 #13A 25, Medellín, Belén, Medellín, Antioquia, Colombia",4.4,Yes,No,Yes,Bicycle Shop,Open ⋅ Closes 6 PM,No reviews available,bike_shops,6.2359434,-75.5915853
Custom Shop Medellin,,In-store pickup   Delivery,+57 43664524,"Carrera 35a #15b 35 local 112 av palmas Prisma, Medellín, Antioquia, Colombia",4.2,No,Yes,Yes,Bicycle Shop,,No reviews available,bike_shops,,
Electric Vehicle Charging Station,,,,"Cl 11A #42 - 49, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",,No,No,No,Electric vehicle charging station,,No reviews available,ev_charging_stations,6.2117251,-75.5642072
Electric Vehicle Charging Station,,,,"Cl 10A #22-04, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",,No,No,No,Electric vehicle charging station,,No reviews available,ev_charging_stations,6.2111042,-75.5696074
Electric Vehicle Charging Station,,,+57 324 4548170,"Cl 36 #53-35, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",5.0,No,No,No,Electric vehicle charging station,,No reviews available,ev_charging_stations,6.2364056,-75.5704713
Electric Vehicle Charging Station,,,,"Medellín, Robledo, Medellin, Antioquia, Colombia",,No,No,No,Electric vehicle charging station,,No reviews available,ev_charging_stations,6.27947445,-75.59344289881992
Electric Vehicle Charging Station,,,,"Cl. 18 #35-69 of 412, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",,No,No,No,Electric vehicle charging station,,No reviews available,ev_charging_stations,6.227259,-75.5719699
Electric Vehicle Charging Station,,,,"Av. Nutibara, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",,No,No,No,Electric vehicle charging station,,No reviews available,ev_charging_stations,6.2434114,-75.5936544
Electric Vehicle Charging Station,autolartechevrolet.co,,,"Cra. 50 #32-16, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",,No,No,No,Electric vehicle charging station,,No reviews available,ev_charging_stations,6.2412528,-75.5711443
Electric Vehicle Charging Station,ayuramotorchevrolet.co,,,"Av. Las Vegas #26 Sur-27, Zona 1, Envigado, Medellín, El Poblado, Medellín, Antioquia, Colombia",,No,No,No,Electric vehicle charging station,,No reviews available,ev_charging_stations,,
Electric Vehicle Charging Station,,,,"Cra. 43A #1-50, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",,No,No,No,Electric vehicle charging station,,No reviews available,ev_charging_stations,6.2227272,-75.5693286
EPM Charging Station,,,,"Cl. 39c #73-07, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",,No,No,No,Electric vehicle charging station,,No reviews available,ev_charging_stations,6.2456846,-75.5928897
Celsia Charging Station,celsia.com,,+57 313 3741240,"Cl 10 #50-347, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",3.0,No,No,No,Electric vehicle charging station,,No reviews available,ev_charging_stations,6.2138248,-75.5787242
Celsia Charging Station,celsia.com,,,"Av El Poblado, Cra. 43A #6 S-15, El Poblado, Medellín, Antioquia, Colombia",4.5,No,No,No,Electric vehicle charging station,,No reviews available,ev_charging_stations,,
"Reciclaje ""El Primo""",,,+57 604 3018207,"Cra. 63D #43-67, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Recycling center,,No reviews available,recycling_centers,6.2470687,-75.5820022
Scrap Service SAS,scrapservice.com.co,,+57 314 5934284,"Cl 20 # 65 26, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",5.0,No,No,No,Recycling center,,No reviews available,recycling_centers,6.2229475,-75.5850175
EXCEDENTES AMBIENTALES JC S.A.S,,,+57 321 5974312,,5.0,No,No,No,Recycling center,,No reviews available,recycling_centers,,
LITO S.A.S,lito.com.co,,+57 42323144,"Cra. 51 #32-102, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.9,No,No,No,Recycling center,,No reviews available,recycling_centers,6.2383244,-75.5731141
Sc Recycling S.a.,,,+57 42819068,"Cl. 51 #40-98, Santa Cruz, Itagüi, Antioquia, Colombia",4.7,No,No,No,Recycling center,,No reviews available,recycling_centers,,
comercializadora de exedentes medellin,,,+57 44448357,"Cra. 50C #10s-36, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",4.0,No,No,No,Recycling center,,No reviews available,recycling_centers,,
Recicladora Cardona García,,,+57 317 2786577,"Cra. 50c #67-51, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia, Colombia",5.0,No,No,No,Bottle & can redemption center,,No reviews available,recycling_centers,6.2831811,-75.5599751
Máquina Ciclo - Estación Universidad,ciclo.com.co,,+57 312 3214627,"Aranjuez, Medellín, Aranjuez, Medellin, Antioquia, Colombia",5.0,No,No,No,Bottle & can redemption center,,No reviews available,recycling_centers,6.2805129,-75.5655199
RECIMED - ECA Jesús Nazareno,reciclaje.com.co,,+57 604 6041023,"Calle 58 #51D – 26, Centro de Acopio Municipal Nº 2, Medellín, Antioquiqa, Colombia",4.9,No,No,No,Recycling center,,No reviews available,recycling_centers,,
Fundación Recuperambiente - Reciclaje,,,+57 312 2696894,"Cl. 45A # 63B-37, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",5.0,No,No,No,Recycling center,,No reviews available,recycling_centers,6.2516857,-75.5964773
EXCEDENTES LA MILAGROSA,,,+57 42554886,"Cra. 56 #9 - 26, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",5.0,No,No,No,Recycling center,,No reviews available,recycling_centers,6.2121005,-75.5854289
Kaptar nos mueve,kaptarnosmueve.com,,+57 45167770 ext. 1059,"Cra. 64c #78-580, Oleoducto, Medellín, Castilla, Medellín, Antioquia, Colombia",2.0,No,No,No,Recycling center,,No reviews available,recycling_centers,,
Mi Vereda Ambiental,myvambiental.com,,+57 316 0180509,"Cra. 74 #48 b 53, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",3.0,No,No,No,Waste management service,,No reviews available,recycling_centers,,
Coomulvi,,,+57 300 2110468,"Cl. 60 / Miranda #52-60, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",,No,No,No,Recycling center,,No reviews available,recycling_centers,6.2597569,-75.5707415
JSM Reciclaje,,,+57 321 4697137,"carrera 50 D # 3 Sur 40, Medellín, Antioquia, Colombia",,No,No,No,Recycling center,,No reviews available,recycling_centers,,
EcoPaisa S.A.S,,,+57 312 6507145,"Cl. 120 #52-86, La Frontera, Medellín, Santa Cruz, Medellín, Antioquia, Colombia",5.0,No,No,No,Waste management service,,No reviews available,recycling_centers,6.3054394,-75.5554274
Acopio Basura,,,,"Cra. 37 #50ba-57 a, Cl. 50ba #33, Medellín, Antioquia, Colombia",5.0,No,No,No,Garbage dump,,No reviews available,recycling_centers,,
ECA Reciclajes Willy,,,+57 310 4959400,"Laureles - Estadio, Medellin, Medellín, Laureles - Estadio, Medellin, Antioquia, Colombia",5.0,No,No,No,Waste management service,,No reviews available,recycling_centers,6.2569524,-75.5826835
Unidad Productiva de Reciclaje Los Puentes,,,+57 320 4521520,"Cra. 32 #51-20, Caicedo, Medellín, Buenos Aires, Medellín, Antioquia, Colombia",4.0,No,No,No,Recycling center,,No reviews available,recycling_centers,6.2391201,-75.5556059
Sistema Verde,sistemaverde.com.co,,+57 604 3224414,"Carrera 48a, Cl. 16 Sur # 86, Medellín, Antioquia, Colombia",4.5,No,No,No,Waste management service,,No reviews available,recycling_centers,,
Colombia Solar Energy,,,+57 302 6040844,"Cl. 2b #75D - 49, Medellín, Belén, Medellín, Antioquia, Colombia",4.1,No,No,No,Solar energy equipment supplier,,No reviews available,renewable_energy_companies,,
Solenium,solenium.co,,+57 315 5000797,"Cl. 46 #70A- 79, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.8,No,No,No,Green energy supplier,,No reviews available,renewable_energy_companies,,
MUNDO SOS,mundosos.com,,+57 305 2263342,"Cra 73A # 31A - 20, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,No,No,Solar energy equipment supplier,,No reviews available,renewable_energy_companies,6.2228712,-75.5955064
Copérnico S.A.S Energía Solar en Colombia,copernicosas.com,,+57 314 7911660,"Carrera 59, Cl 27B #357 #, Bello, Antioquia, Colombia",4.8,No,No,No,Solar energy equipment supplier,,No reviews available,renewable_energy_companies,,
Nordicol Group,nordicolgroup.com,,+57 323 4331333,"Cra. 81 #52b-162, Calasanz, Medellín, La América, Medellín, Antioquia, Colombia",5.0,No,No,No,Green energy supplier,,No reviews available,renewable_energy_companies,6.2697352,-75.5964414
SOLARWISE COLOMBIA SAS,,,+57 305 3809492,"Cl. 30A #57-68 Local 1, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,No,No,Solar energy company,,No reviews available,renewable_energy_companies,,
Enrretech,,,+57 301 5021869,"Cl 11A #42-40, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Solar energy company,,No reviews available,renewable_energy_companies,6.2136341,-75.57361230000001
Enereco Solar S.A.S.,enerecosolar.com,,+57 315 2981271,"Cl. 6 Sur #79 - 150, El Rincon, Medellín, Belén, Medellín, Antioquia, Colombia",,No,No,No,Solar energy company,,No reviews available,renewable_energy_companies,6.204538175413264,-75.59907038263646
Ambiente Soluciones SAS BIC,ambientesoluciones.com,,+57 301 3676492,"Av. 33 #64-226, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.0,No,No,No,Green energy supplier,,No reviews available,renewable_energy_companies,,
One Energy Solutions S.A.S.,onergy.com.co,,+57 317 2116137,"Cl. 15 #35 1 Oficina 301 B Edificio C-34, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Solar energy company,,No reviews available,renewable_energy_companies,,
Biosolar Energy SAS,biosolarenergy.com.co,,+57 300 7562391,"CC MULTICENTRO CARIBE, Cra. 65 #74 75 BG 146, El Progreso, Medellín, Castilla, Medellín, Antioquia, Colombia",5.0,No,No,No,Solar energy equipment supplier,,No reviews available,renewable_energy_companies,,
Solar Plus Energy S.A.S,solarplusonline.com,,+57 313 7330883,"Cra. 65 #8B - 91 Oficina #372, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",3.4,No,No,No,Solar energy equipment supplier,,No reviews available,renewable_energy_companies,,
ENERGÍA SOLAR SURYA - COLOMBIA,energiasolarsurya.com,,+57 300 5388422,"Cl. 10 Sur #50FF-28, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",5.0,No,No,No,Solar energy company,,No reviews available,renewable_energy_companies,,
Darwin Energía,darwinenergia.co,,+57 301 5057934,"S48 Towers, Cl 49 Sur #45A-300 Oficina 1404, Zona 8, Envigado, Antioquia, Colombia",4.8,No,No,No,Solar energy equipment supplier,,No reviews available,renewable_energy_companies,,
Ingsolar,,,+57 311 7930083,"Cra. 44a #Calle 93-107 INT 105, Villa Guadalupe, Medellín, Popular, Medellín, Antioquia, Colombia",5.0,No,No,No,Solar energy equipment supplier,,No reviews available,renewable_energy_companies,,
Solar On Colombia,,,,"Av. Oriental #4766, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",5.0,No,No,No,Solar energy company,,No reviews available,renewable_energy_companies,6.246675727766092,-75.56634196473199
Rayos Verdes SAS | Energía Solar,,,+57 300 9294018,"Cl 16A Sur #48 - 30, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Solar energy system service,,No reviews available,renewable_energy_companies,6.185655969375942,-75.56952144141185
Green Services and Solutions,greencss.com,,+57 315 3586834,"Cra. 43 #9 SUR 195, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",,No,No,No,Technology park,,No reviews available,green_tech_companies,,
"Green View MDS, Tantech Digital Crypto",,,+57 321 7377903,"Calle 49b#64b112 oficina 307 edificio el rectángulo. Junto a Colpensiones de La 65 con, Cl. 49B, Medellín, Antioquia, Colombia",,No,No,No,Corporate office,,No reviews available,green_tech_companies,,
SOLARGREEN,solargreen.com.co,,+57 43223039,"Cra. 43A #1-50, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",3.7,No,No,No,Corporate office,,No reviews available,green_tech_companies,6.2227272,-75.5693286
Computadores Medellin AB TECH S.A.S,abtech.com.co,,+57 44448148,"Cra. 78 #45E27, Los Pinos, Medellín, La América, Medellín, Antioquia, Colombia",4.6,No,No,No,Computer support and services,,No reviews available,green_tech_companies,,
Greenforest,greenforest.com.co,,+57 302 3951496,"Cra. 43A #31 - 106, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.4,No,No,No,Store,,No reviews available,green_tech_companies,6.230094825382436,-75.5697821788025
Branding Tech,,,+57 300 7795627,"Cra. 66AA #34-40, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",,No,No,No,Software company,,No reviews available,green_tech_companies,,
Experimentality,experimentality.co,,+57 317 5224145,"Cl. 16 #45-85, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",4.8,No,No,No,Software company,,No reviews available,green_tech_companies,6.21503425,-75.5607023
Green Loop Arquitectura Sostenible e Ingenieria,green-loop.com,,+57 601 4273390,"Cra. 43A #5a - 113 of 501, El Poblado, Medellín, El Poblado, Medellín, Antioquia, Colombia",5.0,No,No,No,Environmental engineer,,No reviews available,green_tech_companies,,
Tecnologia para el sector social,tecnologiaparaelsectorsocial.org,,+57 320 7610176,"Cra. 43A #34 - 95, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia, Colombia",4.4,No,No,No,Computer software store,,No reviews available,green_tech_companies,6.2350031,-75.570971
TechTransit,techtransit.com,,,"Edificio Ofi7, 11-104, Cl. 7 Sur #42 - 145, Medellín, Colombia",,No,No,No,Software company,,No reviews available,green_tech_companies,,
ServiFumigaciones,,,,"La Candelaria, Medellin, Medellín, La Candelaria, Medellin, Antioquia, Colombia",4.4,No,No,No,Pest control service,,No reviews available,eco_cleaning_services,6.2505337,-75.5667115
SafeClean S.A.S,limpiezasegura.com.co,,+57 311 6587002,"Edificio Pizarra, Cl. 61 #75-116 interior 3015, San German, Medellín, Robledo, Medellín, Antioquia, Colombia",4.8,No,No,No,House cleaning service,,No reviews available,eco_cleaning_services,,
Ecocleaning - Servicio de limpieza,ecocleaningcol.com,,+57 323 2040892,"Cl 20 #65-64, Guayabal, Medellín, Guayabal, Medellín, Antioquia, Colombia",,No,No,No,Janitorial service,,No reviews available,eco_cleaning_services,6.222988057397759,-75.58517544809992
Action Clean S.A.S.,actionclean.co,,+57 604 5946677,"Cra. 69 #46-15, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.6,No,No,No,Cleaners,,No reviews available,eco_cleaning_services,6.2514072309801705,-75.58717036700284
Clean And Fresh Medellín,cleanandfreshmed.com,,+57 305 2652254,"Cra 84E #9-29, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,No,No,Cleaners,,No reviews available,eco_cleaning_services,6.22078885,-75.60827455
XTREME CLEAN,,,+57 604 3585315,"Av. 33 #66b-107, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,No,No,Cleaning products supplier,,No reviews available,eco_cleaning_services,,
Clean Service Solutions,cleanservicesolutions.com,,+57 43294745,"Calle 32F#75C-86, Edificio Centro de Negocio 3/33 . Laureles-Nogal, Medellín, Antioquia, Colombia",4.2,No,No,No,House cleaning service,,No reviews available,eco_cleaning_services,,
Limpiafy: EMPRESA DE ASEO EN MEDELLIN: Empleadas domésticas y aseo,limpiafy.co,,+57 604 5403160,"Cl. 48C #66 07 oficina 200, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.5,No,No,No,House cleaning service,,No reviews available,eco_cleaning_services,,
Grupo Hope S.A.S.,,,+57 300 8933095,"Cra. 43 #33 B SUR 42, Zona 9, Envigado, Antioquia, Colombia",5.0,No,No,No,Pest control service,,No reviews available,eco_cleaning_services,6.1701348,-75.587415
Green Laundry Medellin,,,+57 310 6129629,"C. 50 #77a-45, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia, Colombia",4.7,No,No,No,Laundromat,,No reviews available,eco_cleaning_services,6.2561291,-75.58102915
Green Company IC SAS,instagram.com,,+57 320 4103337,"Cl. 17 #80b 84, Medellín, Belén, Medellín, Antioquia, Colombia",5.0,No,No,No,Wholesaler,,No reviews available,eco_cleaning_services,,
Green Laundry Sabaneta,,,+57 301 4656552,"Cra. 46C #75Sur-26, Sabaneta, Antioquia, Colombia",4.4,No,No,No,Laundromat,,No reviews available,eco_cleaning_services,,
